"yearspan","measurename","statecode","countycode","county","state","numerator","denominator","rawvalue","cilow","cihigh","measureid","chrreleaseyear","differflag","trendbreak","fips"
"2014","Dentists",27,69,"Kittson","MN",2,4443,"2,221.50","","",88,2016,1,NA,27069
"2015","Dentists",27,69,"Kittson","MN",2,4405,"2,202.50","","",88,2017,1,NA,27069
"2016","Dentists",27,69,"Kittson","MN",2,4333,"2,166.50","","",88,2018,NA,NA,27069
"2017","Dentists",27,69,"Kittson","MN",2,4250,"2,125.00","","",88,2019,NA,NA,27069
"2018","Dentists",27,69,"Kittson","MN",2,4248,"2,124.00","","",88,2020,NA,NA,27069
"2019","Dentists",27,69,"Kittson","MN",2,4298,"2,149.00","","",88,2021,NA,NA,27069
"2020","Dentists",27,69,"Kittson","MN",2,4214,"2,107.00","","",88,2022,NA,NA,27069
"2021","Dentists",27,69,"Kittson","MN",2,4146,"2,073.00","","",88,2023,NA,NA,27069
"2022","Dentists",27,69,"Kittson","MN",2,4059,"2,029.50","","",88,2024,NA,NA,27069
"2010","Dentists",27,89,"Marshall","MN",1,9437,"9,437.00","","",88,2013,1,NA,27089
"2011","Dentists",27,89,"Marshall","MN",1,9473,"9,473.00","","",88,NA,NA,NA,27089
"2012","Dentists",27,89,"Marshall","MN",1,9468,"9,468.00","","",88,2014,1,NA,27089
"2013","Dentists",27,89,"Marshall","MN",2,9437,"4,718.50","","",88,2015,1,NA,27089
"2014","Dentists",27,89,"Marshall","MN",2,9410,"4,705.00","","",88,2016,1,NA,27089
"2015","Dentists",27,89,"Marshall","MN",2,9388,"4,694.00","","",88,2017,1,NA,27089
"2016","Dentists",27,89,"Marshall","MN",2,9324,"4,662.00","","",88,2018,NA,NA,27089
"2017","Dentists",27,89,"Marshall","MN",2,9356,"4,678.00","","",88,2019,NA,NA,27089
"2018","Dentists",27,89,"Marshall","MN",2,9390,"4,695.00","","",88,2020,NA,NA,27089
"2019","Dentists",27,89,"Marshall","MN",2,9336,"4,668.00","","",88,2021,NA,NA,27089
"2020","Dentists",27,89,"Marshall","MN",2,9321,"4,660.50","","",88,2022,NA,NA,27089
"2021","Dentists",27,89,"Marshall","MN",2,8988,"4,494.00","","",88,2023,NA,NA,27089
"2022","Dentists",27,89,"Marshall","MN",2,8861,"4,430.50","","",88,2024,NA,NA,27089
"2010","Dentists",27,113,"Pennington","MN",6,13962,"2,327.00","","",88,2013,1,NA,27113
"2011","Dentists",27,113,"Pennington","MN",7,14046,"2,006.57","","",88,NA,NA,NA,27113
"2012","Dentists",27,113,"Pennington","MN",7,14091,"2,013.00","","",88,2014,1,NA,27113
"2013","Dentists",27,113,"Pennington","MN",7,14120,"2,017.14","","",88,2015,1,NA,27113
"2014","Dentists",27,113,"Pennington","MN",7,14082,"2,011.71","","",88,2016,1,NA,27113
"2015","Dentists",27,113,"Pennington","MN",8,14253,"1,781.63","","",88,2017,1,NA,27113
"2016","Dentists",27,113,"Pennington","MN",8,14235,"1,779.38","","",88,2018,NA,NA,27113
"2017","Dentists",27,113,"Pennington","MN",8,14238,"1,779.75","","",88,2019,NA,NA,27113
"2018","Dentists",27,113,"Pennington","MN",8,14178,"1,772.25","","",88,2020,NA,NA,27113
"2019","Dentists",27,113,"Pennington","MN",8,14119,"1,764.88","","",88,2021,NA,NA,27113
"2020","Dentists",27,113,"Pennington","MN",9,13874,"1,541.56","","",88,2022,NA,NA,27113
"2021","Dentists",27,113,"Pennington","MN",9,13780,"1,531.11","","",88,2023,NA,NA,27113
"2022","Dentists",27,113,"Pennington","MN",8,13845,"1,730.63","","",88,2024,NA,NA,27113
"2010","Dentists",27,125,"Red Lake","MN",1,4076,"4,076.00","","",88,2013,1,NA,27125
"2011","Dentists",27,125,"Red Lake","MN",1,4107,"4,107.00","","",88,NA,NA,NA,27125
"2012","Dentists",27,125,"Red Lake","MN",1,4083,"4,083.00","","",88,2014,1,NA,27125
"2013","Dentists",27,125,"Red Lake","MN",1,4055,"4,055.00","","",88,2015,1,NA,27125
"2014","Dentists",27,125,"Red Lake","MN",1,4016,"4,016.00","","",88,2016,1,NA,27125
"2015","Dentists",27,125,"Red Lake","MN",1,4049,"4,049.00","","",88,2017,1,NA,27125
"2016","Dentists",27,125,"Red Lake","MN",1,4007,"4,007.00","","",88,2018,NA,NA,27125
"2017","Dentists",27,125,"Red Lake","MN",1,4030,"4,030.00","","",88,2019,NA,NA,27125
"2018","Dentists",27,125,"Red Lake","MN",1,3999,"3,999.00","","",88,2020,NA,NA,27125
"2019","Dentists",27,125,"Red Lake","MN",0,4055,"","","",88,2021,NA,NA,27125
"2020","Dentists",27,125,"Red Lake","MN",0,4046,"","","",88,2022,NA,NA,27125
"2021","Dentists",27,125,"Red Lake","MN",0,3933,"","","",88,2023,NA,NA,27125
"2022","Dentists",27,125,"Red Lake","MN",0,3874,"","","",88,2024,NA,NA,27125
"2010","Dentists",27,135,"Roseau","MN",6,15571,"2,595.17","","",88,2013,1,NA,27135
"2011","Dentists",27,135,"Roseau","MN",6,15523,"2,587.17","","",88,NA,NA,NA,27135
"2012","Dentists",27,135,"Roseau","MN",6,15503,"2,583.83","","",88,2014,1,NA,27135
"2013","Dentists",27,135,"Roseau","MN",6,15523,"2,587.17","","",88,2015,1,NA,27135
"2014","Dentists",27,135,"Roseau","MN",6,15712,"2,618.67","","",88,2016,1,NA,27135
"2015","Dentists",27,135,"Roseau","MN",8,15679,"1,959.88","","",88,2017,1,NA,27135
"2016","Dentists",27,135,"Roseau","MN",8,15626,"1,953.25","","",88,2018,NA,NA,27135
"2017","Dentists",27,135,"Roseau","MN",8,15327,"1,915.88","","",88,2019,NA,NA,27135
"2018","Dentists",27,135,"Roseau","MN",8,15150,"1,893.75","","",88,2020,NA,NA,27135
"2019","Dentists",27,135,"Roseau","MN",8,15165,"1,895.63","","",88,2021,NA,NA,27135
"2020","Dentists",27,135,"Roseau","MN",8,15117,"1,889.63","","",88,2022,NA,NA,27135
"2021","Dentists",27,135,"Roseau","MN",8,15258,"1,907.25","","",88,2023,NA,NA,27135
"2022","Dentists",27,135,"Roseau","MN",9,15292,"1,699.11","","",88,2024,NA,NA,27135
"2008","Uninsured children",0,0,"United States","US",7474541,76811911,"0.10","","",122,NA,NA,NA,9
"2009","Uninsured children",0,0,"United States","US",6966974,77255216,"0.09","","",122,NA,NA,NA,9
"2010","Uninsured children",0,0,"United States","US",6505941,76968561,"0.08","","",122,2013,NA,NA,9
"2011","Uninsured children",0,0,"United States","US",6059050,76751902,"0.08","","",122,2014,NA,NA,9
"2012","Uninsured children",0,0,"United States","US",5763259,76468844,"0.08","","",122,2015,NA,NA,9
"2013","Uninsured children",0,0,"United States","US",5724661,76195404,"0.08","","",122,2016,NA,NA,9
"2014","Uninsured children",0,0,"United States","US",4780337,76146139,"0.06","","",122,2017,NA,NA,9
"2015","Uninsured children",0,0,"United States","US",3847430,76217025,"0.05","","",122,2018,NA,NA,9
"2016","Uninsured children",0,0,"United States","US",3559597,76219054,"0.05","","",122,2019,NA,NA,9
"2017","Uninsured children",0,0,"United States","US",3808383,76244403,"0.05","","",122,2020,NA,NA,9
"2018","Uninsured children",0,0,"United States","US",3942743,75996420,"0.05","","",122,2021,NA,NA,9
"2019","Uninsured children",0,0,"United States","US",4236101,75374000,"0.06","","",122,2022,NA,NA,9
"2020","Uninsured children",0,0,"United States","US",4038715,74854414,"0.05","","",122,2023,NA,NA,9
"2021","Uninsured children",0,0,"United States","US",4041291,75979898,"0.05","","",122,2024,NA,NA,9
"2008","Uninsured children",27,0,"Minnesota","MN",78487,1303383,"0.06","0.06","0.06",122,NA,NA,NA,99
"2009","Uninsured children",27,0,"Minnesota","MN",87415,1309088,"0.07","0.06","0.07",122,NA,NA,NA,99
"2010","Uninsured children",27,0,"Minnesota","MN",88701,1330996,"0.07","0.06","0.07",122,2013,NA,NA,99
"2011","Uninsured children",27,0,"Minnesota","MN",85362,1326378,"0.06","0.06","0.07",122,2014,NA,NA,99
"2012","Uninsured children",27,0,"Minnesota","MN",72238,1323646,"0.05","0.05","0.06",122,2015,NA,NA,99
"2013","Uninsured children",27,0,"Minnesota","MN",77832,1321767,"0.06","0.05","0.06",122,2016,NA,NA,99
"2014","Uninsured children",27,0,"Minnesota","MN",49520,1324272,"0.04","0.03","0.04",122,2017,NA,NA,99
"2015","Uninsured children",27,0,"Minnesota","MN",40427,1327450,"0.03","0.03","0.03",122,2018,NA,NA,99
"2016","Uninsured children",27,0,"Minnesota","MN",42872,1331783,"0.03","0.03","0.04",122,2019,NA,NA,99
"2017","Uninsured children",27,0,"Minnesota","MN",44293,1341353,"0.03","0.03","0.04",122,2020,NA,NA,99
"2018","Uninsured children",27,0,"Minnesota","MN",43894,1345722,"0.03","0.03","0.04",122,2021,NA,NA,99
"2019","Uninsured children",27,0,"Minnesota","MN",40954,1342620,"0.03","0.03","0.03",122,2022,NA,NA,99
"2020","Uninsured children",27,0,"Minnesota","MN",46870,1340070,"0.03","0.03","0.04",122,2023,NA,NA,99
"2021","Uninsured children",27,0,"Minnesota","MN",42794,1360293,"0.03","0.03","0.04",122,2024,NA,NA,99
"2008","Uninsured children",27,69,"Kittson","MN",79,926,"0.09","0.06","0.11",122,NA,NA,NA,27069
"2009","Uninsured children",27,69,"Kittson","MN",107,997,"0.11","0.08","0.13",122,NA,NA,NA,27069
"2010","Uninsured children",27,69,"Kittson","MN",99,1018,"0.10","0.07","0.12",122,2013,NA,NA,27069
"2011","Uninsured children",27,69,"Kittson","MN",81,1012,"0.08","0.06","0.10",122,2014,NA,NA,27069
"2012","Uninsured children",27,69,"Kittson","MN",72,999,"0.07","0.05","0.09",122,2015,NA,NA,27069
"2013","Uninsured children",27,69,"Kittson","MN",77,1031,"0.07","0.06","0.09",122,2016,1,NA,27069
"2014","Uninsured children",27,69,"Kittson","MN",46,994,"0.05","0.03","0.06",122,2017,NA,NA,27069
"2015","Uninsured children",27,69,"Kittson","MN",45,1014,"0.04","0.03","0.06",122,2018,NA,NA,27069
"2016","Uninsured children",27,69,"Kittson","MN",45,968,"0.05","0.03","0.06",122,2019,NA,NA,27069
"2017","Uninsured children",27,69,"Kittson","MN",45,915,"0.05","0.03","0.06",122,2020,NA,NA,27069
"2018","Uninsured children",27,69,"Kittson","MN",45,943,"0.05","0.03","0.06",122,2021,NA,NA,27069
"2019","Uninsured children",27,69,"Kittson","MN",49,979,"0.05","0.03","0.07",122,2022,NA,NA,27069
"2020","Uninsured children",27,69,"Kittson","MN",38,931,"0.04","0.02","0.06",122,2023,NA,NA,27069
"2021","Uninsured children",27,69,"Kittson","MN",38,973,"0.04","0.03","0.05",122,2024,NA,NA,27069
"2008","Uninsured children",27,89,"Marshall","MN",208,2044,"0.10","0.08","0.13",122,NA,NA,NA,27089
"2009","Uninsured children",27,89,"Marshall","MN",204,2187,"0.09","0.07","0.12",122,NA,NA,NA,27089
"2010","Uninsured children",27,89,"Marshall","MN",184,2278,"0.08","0.06","0.10",122,2013,NA,NA,27089
"2011","Uninsured children",27,89,"Marshall","MN",196,2280,"0.09","0.07","0.11",122,2014,NA,NA,27089
"2012","Uninsured children",27,89,"Marshall","MN",163,2251,"0.07","0.05","0.09",122,2015,NA,NA,27089
"2013","Uninsured children",27,89,"Marshall","MN",182,2244,"0.08","0.06","0.10",122,2016,1,NA,27089
"2014","Uninsured children",27,89,"Marshall","MN",111,2235,"0.05","0.04","0.06",122,2017,NA,NA,27089
"2015","Uninsured children",27,89,"Marshall","MN",97,2241,"0.04","0.03","0.06",122,2018,NA,NA,27089
"2016","Uninsured children",27,89,"Marshall","MN",92,2198,"0.04","0.03","0.05",122,2019,NA,NA,27089
"2017","Uninsured children",27,89,"Marshall","MN",93,2183,"0.04","0.03","0.06",122,2020,NA,NA,27089
"2018","Uninsured children",27,89,"Marshall","MN",106,2212,"0.05","0.03","0.06",122,2021,NA,NA,27089
"2019","Uninsured children",27,89,"Marshall","MN",94,2181,"0.04","0.03","0.06",122,2022,NA,NA,27089
"2020","Uninsured children",27,89,"Marshall","MN",118,2209,"0.05","0.03","0.07",122,2023,NA,NA,27089
"2021","Uninsured children",27,89,"Marshall","MN",111,2167,"0.05","0.04","0.07",122,2024,NA,NA,27089
"2008","Uninsured children",27,113,"Pennington","MN",246,3239,"0.08","0.06","0.10",122,NA,NA,NA,27113
"2009","Uninsured children",27,113,"Pennington","MN",256,3282,"0.08","0.06","0.10",122,NA,NA,NA,27113
"2010","Uninsured children",27,113,"Pennington","MN",195,3419,"0.06","0.04","0.07",122,2013,NA,NA,27113
"2011","Uninsured children",27,113,"Pennington","MN",195,3410,"0.06","0.04","0.07",122,2014,NA,NA,27113
"2012","Uninsured children",27,113,"Pennington","MN",181,3418,"0.05","0.04","0.07",122,2015,NA,NA,27113
"2013","Uninsured children",27,113,"Pennington","MN",169,3400,"0.05","0.04","0.06",122,2016,1,NA,27113
"2014","Uninsured children",27,113,"Pennington","MN",118,3341,"0.04","0.03","0.04",122,2017,NA,NA,27113
"2015","Uninsured children",27,113,"Pennington","MN",111,3406,"0.03","0.02","0.04",122,2018,NA,NA,27113
"2016","Uninsured children",27,113,"Pennington","MN",105,3381,"0.03","0.02","0.04",122,2019,NA,NA,27113
"2017","Uninsured children",27,113,"Pennington","MN",94,3365,"0.03","0.02","0.04",122,2020,NA,NA,27113
"2018","Uninsured children",27,113,"Pennington","MN",97,3290,"0.03","0.02","0.04",122,2021,NA,NA,27113
"2019","Uninsured children",27,113,"Pennington","MN",96,3264,"0.03","0.02","0.04",122,2022,NA,NA,27113
"2020","Uninsured children",27,113,"Pennington","MN",104,3196,"0.03","0.02","0.05",122,2023,NA,NA,27113
"2021","Uninsured children",27,113,"Pennington","MN",83,3198,"0.03","0.02","0.03",122,2024,NA,NA,27113
"2008","Uninsured children",27,125,"Red Lake","MN",90,877,"0.10","0.08","0.13",122,NA,NA,NA,27125
"2009","Uninsured children",27,125,"Red Lake","MN",92,981,"0.09","0.07","0.12",122,NA,NA,NA,27125
"2010","Uninsured children",27,125,"Red Lake","MN",77,1026,"0.08","0.05","0.10",122,2013,NA,NA,27125
"2011","Uninsured children",27,125,"Red Lake","MN",101,1038,"0.10","0.07","0.12",122,2014,NA,NA,27125
"2012","Uninsured children",27,125,"Red Lake","MN",81,1017,"0.08","0.06","0.10",122,2015,NA,NA,27125
"2013","Uninsured children",27,125,"Red Lake","MN",84,994,"0.08","0.06","0.11",122,2016,1,NA,27125
"2014","Uninsured children",27,125,"Red Lake","MN",51,1031,"0.05","0.04","0.06",122,2017,NA,NA,27125
"2015","Uninsured children",27,125,"Red Lake","MN",50,1025,"0.05","0.03","0.06",122,2018,NA,NA,27125
"2016","Uninsured children",27,125,"Red Lake","MN",44,999,"0.04","0.03","0.06",122,2019,NA,NA,27125
"2017","Uninsured children",27,125,"Red Lake","MN",48,1003,"0.05","0.03","0.06",122,2020,NA,NA,27125
"2018","Uninsured children",27,125,"Red Lake","MN",39,984,"0.04","0.03","0.05",122,2021,NA,NA,27125
"2019","Uninsured children",27,125,"Red Lake","MN",37,994,"0.04","0.02","0.05",122,2022,NA,NA,27125
"2020","Uninsured children",27,125,"Red Lake","MN",63,992,"0.06","0.04","0.09",122,2023,NA,NA,27125
"2021","Uninsured children",27,125,"Red Lake","MN",47,980,"0.05","0.03","0.06",122,2024,NA,NA,27125
"2008","Uninsured children",27,135,"Roseau","MN",275,4245,"0.06","0.05","0.08",122,NA,NA,NA,27135
"2009","Uninsured children",27,135,"Roseau","MN",397,4320,"0.09","0.07","0.11",122,NA,NA,NA,27135
"2010","Uninsured children",27,135,"Roseau","MN",332,4200,"0.08","0.06","0.10",122,2013,NA,NA,27135
"2011","Uninsured children",27,135,"Roseau","MN",295,4206,"0.07","0.05","0.09",122,2014,NA,NA,27135
"2012","Uninsured children",27,135,"Roseau","MN",236,4090,"0.06","0.04","0.07",122,2015,NA,NA,27135
"2013","Uninsured children",27,135,"Roseau","MN",288,4029,"0.07","0.05","0.09",122,2016,NA,NA,27135
"2014","Uninsured children",27,135,"Roseau","MN",177,3988,"0.04","0.03","0.06",122,2017,NA,NA,27135
"2015","Uninsured children",27,135,"Roseau","MN",162,4030,"0.04","0.03","0.05",122,2018,NA,NA,27135
"2016","Uninsured children",27,135,"Roseau","MN",146,3915,"0.04","0.03","0.05",122,2019,NA,NA,27135
"2017","Uninsured children",27,135,"Roseau","MN",178,3816,"0.05","0.03","0.06",122,2020,NA,NA,27135
"2018","Uninsured children",27,135,"Roseau","MN",153,3757,"0.04","0.03","0.05",122,2021,NA,NA,27135
"2019","Uninsured children",27,135,"Roseau","MN",146,3764,"0.04","0.03","0.05",122,2022,NA,NA,27135
"2020","Uninsured children",27,135,"Roseau","MN",151,3693,"0.04","0.03","0.06",122,2023,NA,NA,27135
"2021","Uninsured children",27,135,"Roseau","MN",148,3745,"0.04","0.03","0.05",122,2024,NA,NA,27135
"2002","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"11.30","","",125,NA,1,NA,9
"2003","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"11.30","","",125,NA,1,NA,9
"2004","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"11.00","","",125,NA,1,NA,9
"2005","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"12.00","","",125,NA,1,NA,9
"2006","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"11.00","","",125,NA,1,NA,9
"2007","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"11.60","","",125,NA,1,NA,9
"2008","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"10.70","","",125,2013,1,NA,9
"2009","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.50","","",125,NA,1,NA,9
"2010","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.80","","",125,NA,1,NA,9
"2011","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.60","","",125,2014,1,NA,9
"2012","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.20","","",125,2017,NA,NA,9
"2013","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.00","","",125,NA,NA,NA,9
"2014","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"9.40","","",125,2019,NA,NA,9
"2015","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"8.70","","",125,NA,NA,NA,9
"2016","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"7.90","","",125,2021,NA,NA,9
"2017","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"8.10","","",125,NA,NA,NA,9
"2018","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"8.10","","",125,2022,NA,NA,9
"2019","Air pollution - particulate matter",0,0,"United States","US",NA,NA,"7.80","","",125,2023,NA,NA,9
"2002","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"8.90","","",125,NA,1,NA,99
"2003","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.80","","",125,NA,1,NA,99
"2004","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.70","","",125,NA,1,NA,99
"2005","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"10.00","","",125,NA,1,NA,99
"2006","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.30","","",125,NA,1,NA,99
"2007","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.80","","",125,NA,1,NA,99
"2008","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.40","","",125,2013,1,NA,99
"2009","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.30","","",125,NA,1,NA,99
"2010","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.10","","",125,NA,1,NA,99
"2011","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"8.80","","",125,2014,1,NA,99
"2012","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"9.30","","",125,2017,NA,NA,99
"2013","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"8.60","","",125,NA,NA,NA,99
"2014","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"6.90","","",125,2019,NA,NA,99
"2015","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"7.30","","",125,NA,NA,NA,99
"2016","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"6.30","","",125,2021,NA,NA,99
"2017","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"6.60","","",125,NA,NA,NA,99
"2018","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"6.90","","",125,2022,NA,NA,99
"2019","Air pollution - particulate matter",27,0,"Minnesota","MN",NA,NA,"6.10","","",125,2023,NA,NA,99
"2002","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.50","","",125,NA,1,NA,27069
"2003","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.90","","",125,NA,1,NA,27069
"2004","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"8.00","","",125,NA,1,NA,27069
"2005","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.90","","",125,NA,1,NA,27069
"2006","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.70","","",125,NA,1,NA,27069
"2007","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.70","","",125,NA,1,NA,27069
"2008","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"8.00","","",125,2013,1,NA,27069
"2009","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"8.30","","",125,NA,1,NA,27069
"2010","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.80","","",125,NA,1,NA,27069
"2011","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.70","","",125,2014,1,NA,27069
"2012","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"8.00","","",125,2017,NA,NA,27069
"2013","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"6.90","","",125,NA,NA,NA,27069
"2014","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"6.40","","",125,2019,NA,NA,27069
"2015","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.30","","",125,NA,NA,NA,27069
"2016","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"5.80","","",125,2021,NA,NA,27069
"2017","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"6.80","","",125,NA,NA,NA,27069
"2018","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"7.10","","",125,2022,NA,NA,27069
"2019","Air pollution - particulate matter",27,69,"Kittson","MN",NA,NA,"5.70","","",125,2023,NA,NA,27069
"2002","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.80","","",125,NA,1,NA,27089
"2003","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.20","","",125,NA,1,NA,27089
"2004","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.20","","",125,NA,1,NA,27089
"2005","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.20","","",125,NA,1,NA,27089
"2006","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.90","","",125,NA,1,NA,27089
"2007","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.90","","",125,NA,1,NA,27089
"2008","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.10","","",125,2013,1,NA,27089
"2009","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.40","","",125,NA,1,NA,27089
"2010","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.50","","",125,NA,1,NA,27089
"2011","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.90","","",125,2014,1,NA,27089
"2012","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"8.40","","",125,2017,NA,NA,27089
"2013","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.40","","",125,NA,NA,NA,27089
"2014","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"6.50","","",125,2019,NA,NA,27089
"2015","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.40","","",125,NA,NA,NA,27089
"2016","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"6.00","","",125,2021,NA,NA,27089
"2017","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.00","","",125,NA,NA,NA,27089
"2018","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"7.20","","",125,2022,NA,NA,27089
"2019","Air pollution - particulate matter",27,89,"Marshall","MN",NA,NA,"6.10","","",125,2023,NA,NA,27089
"2002","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.70","","",125,NA,1,NA,27113
"2003","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.90","","",125,NA,1,NA,27113
"2004","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"8.00","","",125,NA,1,NA,27113
"2005","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"8.10","","",125,NA,1,NA,27113
"2006","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.80","","",125,NA,1,NA,27113
"2007","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.70","","",125,NA,1,NA,27113
"2008","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"8.00","","",125,2013,1,NA,27113
"2009","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"8.20","","",125,NA,1,NA,27113
"2010","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.90","","",125,NA,1,NA,27113
"2011","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.60","","",125,2014,1,NA,27113
"2012","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"8.20","","",125,2017,NA,NA,27113
"2013","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.20","","",125,NA,NA,NA,27113
"2014","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"6.20","","",125,2019,NA,NA,27113
"2015","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"7.30","","",125,NA,NA,NA,27113
"2016","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"6.20","","",125,2021,NA,NA,27113
"2017","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"6.60","","",125,NA,NA,NA,27113
"2018","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"6.90","","",125,2022,NA,NA,27113
"2019","Air pollution - particulate matter",27,113,"Pennington","MN",NA,NA,"5.90","","",125,2023,NA,NA,27113
"2002","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.70","","",125,NA,1,NA,27125
"2003","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.80","","",125,NA,1,NA,27125
"2004","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"8.00","","",125,NA,1,NA,27125
"2005","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"8.10","","",125,NA,1,NA,27125
"2006","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.70","","",125,NA,1,NA,27125
"2007","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.70","","",125,NA,1,NA,27125
"2008","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"8.00","","",125,2013,1,NA,27125
"2009","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"8.20","","",125,NA,1,NA,27125
"2010","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.80","","",125,NA,1,NA,27125
"2011","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.60","","",125,2014,1,NA,27125
